13,0
14,0
16,0
17,0
18,0
33,0
34,0
35,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
84,0
85,0
86,0
87,0
88,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
279,0
280,0
281,0
282,0
283,0
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,0
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,0
385,0
386,0
387,0
388,0
389,0
390,0
391,0
392,0
393,0
394,0
395,0
396,0
397,0
398,0
399,3
400,0
401,0
402,0
403,0
404,0
405,0
406,0
437,1
438,0
439,0
440,0
441,0
442,0
443,0
444,6
445,6
446,0
447,0
448,0
449,0
450,0
451,0
452,8
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
489,3
490,0
491,0
492,0
493,0
494,0
495,0
496,0
497,0
498,7
499,1
500,0
501,0
502,6
503,7
504,8
505,0
506,0
507,0
508,0
509,0
510,0
511,0
512,0
543,7
544,10
545,15
546,15
547,0
548,0
549,0
550,0
551,8
552,8
553,8
554,3
555,8
556,8
557,8
558,7
559,3
560,0
561,0
562,0
563,0
564,0
565,0
566,0
596,13
597,15
598,15
599,12
600,18
601,7
602,4
603,22
604,24
605,22
606,22
607,14
608,10
609,8
610,8
611,8
612,7
613,2
614,0
615,0
616,0
617,0
618,0
619,0
620,0
650,19
651,15
652,12
653,20
654,20
655,0
656,26
657,27
658,27
659,16
660,8
661,1
662,14
663,7
664,8
665,2
666,1
667,1
668,1
669,2
670,2
671,0
672,0
673,0
703,19
704,19
705,22
706,27
707,0
708,28
709,28
710,27
711,27
712,27
713,16
714,4
715,23
716,12
717,6
718,1
719,3
720,0
721,2
722,4
723,2
724,0
756,19
757,23
758,27
759,28
760,28
761,28
762,28
763,28
764,28
765,27
766,27
767,24
768,18
769,17
770,4
771,3
772,17
773,2
774,2
809,19
810,20
811,22
812,27
813,28
814,28
815,28
816,27
817,27
818,27
819,27
820,25
821,25
822,12
823,17
824,3
863,21
864,19
865,28
866,28
867,28
868,28
869,26
870,20
871,18
872,24
873,10
874,0
918,28
919,26
920,26
921,25
922,25
923,25
924,14
956,0
973,24
974,21
975,24
1009,0
1010,0
1026,20
1027,14
1062,0
1063,0
1064,0
1065,0
1066,0
1114,0
1115,0
1116,0
1117,0
1118,0
1119,0
1120,0
1121,0
1132,0
1133,0
1134,0
1135,0
1136,0
1167,0
1168,0
1169,0
1170,0
1171,0
1172,0
1173,0
1174,0
1175,0
1176,0
1177,0
1183,0
1184,0
1185,0
1186,0
1187,0
1188,0
1189,0
1190,0
1191,0
1220,0
1221,0
1222,0
1223,0
1224,0
1225,0
1226,0
1227,0
1228,0
1229,0
1230,0
1231,0
1232,0
1233,0
1234,0
1235,0
1236,0
1237,0
1238,0
1239,0
1240,0
1241,0
1242,0
1243,0
1244,0
1245,0
1273,0
1274,0
1275,0
1276,0
1277,0
1278,0
1279,0
1280,0
1281,0
1282,0
1283,0
1284,0
1285,0
1286,0
1287,0
1288,0
1289,0
1290,0
1291,0
1292,0
1293,0
1294,0
1295,0
1296,0
1297,1
1298,0
1299,0
1322,0
1323,0
1324,0
1327,0
1328,0
1329,0
1330,0
1331,0
1332,0
1333,0
1334,0
1335,0
1336,0
1337,0
1338,0
1339,0
1340,0
1341,0
1342,0
1343,0
1344,0
1345,0
1346,0
1347,0
1348,0
1349,0
1350,0
1351,0
1352,0
1353,0
1354,0
1355,0
1356,0
1375,0
1376,0
1377,0
1380,0
1381,0
1382,0
1383,0
1384,0
1385,0
1386,0
1387,0
1388,0
1389,0
1390,0
1391,0
1392,0
1393,0
1394,0
1395,0
1396,0
1397,0
1398,0
1399,0
1400,0
1401,0
1402,0
1403,0
1404,0
1405,0
1406,0
1407,0
1408,0
1409,0
1410,0
1414,0
1415,0
1416,0
1426,0
1427,0
1428,0
1429,0
1430,0
1434,0
1435,0
1436,0
1437,0
1438,0
1439,0
1440,0
1441,0
1442,0
1443,0
1444,0
1445,0
1446,0
1447,0
1448,0
1449,0
1450,0
1451,0
1452,0
1453,0
1454,0
1455,0
1456,0
1457,0
1458,0
1459,0
1460,0
1461,0
1462,0
1463,0
1464,0
1465,0
1466,0
1467,0
1468,0
1469,0
1470,0
1471,0
1474,0
1475,0
1476,0
1477,0
1478,0
1479,0
1480,0
1481,0
1482,0
1483,0
1487,0
1488,0
1489,0
1490,0
1491,0
1492,0
1493,0
1494,0
1495,0
1496,0
1497,0
1498,0
1499,0
1500,0
1501,0
1502,0
1503,0
1504,0
1505,0
1506,0
1507,0
1508,0
1509,0
1510,0
1511,0
1512,0
1513,0
1514,0
1515,0
1516,0
1517,0
1518,0
1519,0
1520,0
1521,0
1522,0
1523,0
1524,0
1525,0
1526,0
1527,0
1528,0
1529,0
1530,0
1531,0
1532,0
1533,0
1534,0
1535,0
1536,0
1540,0
1541,0
1542,0
1543,0
1544,0
1545,0
1546,0
1547,0
1548,0
1549,0
1550,0
1551,0
1552,0
1553,0
1554,0
1555,0
1556,0
1557,0
1558,0
1559,0
1560,0
1561,0
1562,0
1563,0
1564,0
1565,0
1566,0
1567,0
1568,0
1569,0
1570,0
1571,0
1572,0
1573,0
1574,0
1575,0
1576,0
1577,0
1578,0
1579,0
1580,0
1581,0
1582,0
1583,0
1584,0
1585,0
1586,0
1587,0
1588,0
1589,0
1593,0
1594,0
1595,0
1596,0
1597,0
1598,0
1599,0
1600,0
1601,0
1602,0
1603,0
1604,0
1605,0
1606,0
1607,0
1608,0
1609,0
1610,0
1611,0
1612,0
1613,0
1614,0
1615,0
1616,0
1617,0
1618,0
1619,0
1620,0
1621,0
1622,0
1623,0
1624,0
1625,0
1626,0
1627,0
1628,0
1629,0
1630,0
1631,0
1632,0
1633,0
1634,0
1635,0
1636,0
1637,0
1638,0
1639,0
1640,0
1641,0
1642,0
1646,0
